n,p,repeticion,seed,esperanza_ideal,razon_ideal,probabilidad_optimo_ideal,shots,esperanza_muestral,razon_muestral,shots_optimos,frecuencia_optimo,encontro_optimo,bitstring_mas_frecuente,costo_bitstring_mas_frecuente,frecuencia_mas_alta,bitstring_mejor_observado,costo_mejor_observado
6,1,18,603044,32.11344632476574,0.8384320074488437,0.1574175064698995,512,32.52722556967886,0.849235138307011,78,0.15234375,True,011001,36.334643907165976,0.083984375,011101,38.30178957666869
6,1,19,603045,32.11344632476574,0.8384320074488437,0.1574175064698995,512,32.33292986609733,0.8441623804614317,88,0.171875,True,011001,36.334643907165976,0.091796875,011101,38.30178957666869
6,1,20,603046,32.11344632476574,0.8384320074488437,0.1574175064698995,512,32.08993271569165,0.8378181037818571,70,0.13671875,True,110000,32.5239569467961,0.078125,100010,38.30178957666869
6,1,21,603047,32.11344632476574,0.8384320074488437,0.1574175064698995,512,32.11952267418229,0.8385906514569567,86,0.16796875,True,100010,38.30178957666869,0.091796875,100010,38.30178957666869
6,1,22,603048,32.11344632476574,0.8384320074488437,0.1574175064698995,512,32.08282604385909,0.837632559662095,75,0.146484375,True,001111,32.5239569467961,0.0859375,100010,38.30178957666869
6,1,23,603049,32.11344632476574,0.8384320074488437,0.1574175064698995,512,31.828094070838304,0.8309819050627313,82,0.16015625,True,100010,38.30178957666869,0.087890625,100010,38.30178957666869
6,1,24,603050,32.11344632476574,0.8384320074488437,0.1574175064698995,512,32.00132962962933,0.8355048153679597,82,0.16015625,True,011101,38.30178957666869,0.08203125,011101,38.30178957666869
6,1,25,603051,32.11344632476574,0.8384320074488437,0.1574175064698995,512,32.2277199647849,0.8414155139971853,89,0.173828125,True,100010,38.30178957666869,0.09375,100010,38.30178957666869
6,1,26,603052,32.11344632476574,0.8384320074488437,0.1574175064698995,512,32.00675033753343,0.8356463415985569,67,0.130859375,True,110100,30.556811277293395,0.0703125,100010,38.30178957666869
6,1,27,603053,32.11344632476574,0.8384320074488437,0.1574175064698995,512,32.23972870343481,0.8417290434375121,87,0.169921875,True,011101,38.30178957666869,0.087890625,011101,38.30178957666869
6,1,28,603054,32.11344632476574,0.8384320074488437,0.1574175064698995,512,32.058248981628985,0.8369908908914999,84,0.1640625,True,011101,38.30178957666869,0.10546875,011101,38.30178957666869
6,1,29,603055,32.11344632476574,0.8384320074488437,0.1574175064698995,512,32.2495411786028,0.8419852318630687,83,0.162109375,True,100010,38.30178957666869,0.09375,100010,38.30178957666869
6,1,30,603056,32.11344632476574,0.8384320074488437,0.1574175064698995,512,32.391267296283175,0.8456854797951335,90,0.17578125,True,011101,38.30178957666869,0.09375,011101,38.30178957666869
6,2,1,604027,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.63061510067949,0.8780429183913756,115,0.224609375,True,011101,38.30178957666869,0.1171875,011101,38.30178957666869
6,2,2,604028,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.50161941128069,0.874675042090554,113,0.220703125,True,011101,38.30178957666869,0.130859375,011101,38.30178957666869
6,2,3,604029,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.61399734665051,0.8776090547465675,110,0.21484375,True,100010,38.30178957666869,0.107421875,100010,38.30178957666869
6,2,4,604030,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.784193201166424,0.8820526031131345,108,0.2109375,True,011101,38.30178957666869,0.134765625,011101,38.30178957666869
6,2,5,604031,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.58390328982231,0.8768233458499397,119,0.232421875,True,100010,38.30178957666869,0.119140625,100010,38.30178957666869
6,2,6,604032,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.72627396143332,0.8805404220800486,101,0.197265625,True,100010,38.30178957666869,0.107421875,100010,38.30178957666869
6,2,7,604033,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.67116831241442,0.8791016995131388,107,0.208984375,True,011101,38.30178957666869,0.11328125,011101,38.30178957666869
6,2,8,604034,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.521538091949246,0.8751950877826226,111,0.216796875,True,100010,38.30178957666869,0.11328125,100010,38.30178957666869
6,2,9,604035,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.472814500055236,0.8739229907753852,118,0.23046875,True,100010,38.30178957666869,0.1171875,100010,38.30178957666869
6,2,10,604036,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.68249375135783,0.8793973890636321,117,0.228515625,True,100010,38.30178957666869,0.1171875,100010,38.30178957666869
6,2,11,604037,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.85181560865935,0.8838181187257984,119,0.232421875,True,011101,38.30178957666869,0.1171875,011101,38.30178957666869
6,2,12,604038,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.4915006335746,0.8744108565833604,109,0.212890625,True,100010,38.30178957666869,0.115234375,100010,38.30178957666869
6,2,13,604039,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.54215024501989,0.8757332389577437,105,0.205078125,True,100010,38.30178957666869,0.103515625,100010,38.30178957666869
6,2,14,604040,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.686379469341254,0.8794988391009864,120,0.234375,True,011101,38.30178957666869,0.125,011101,38.30178957666869
6,2,15,604041,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.54293783838792,0.8757538017924495,117,0.228515625,True,011101,38.30178957666869,0.12890625,011101,38.30178957666869
6,2,16,604042,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.600464179880234,0.8772557248651343,96,0.1875,True,011101,38.30178957666869,0.09765625,011101,38.30178957666869
6,2,17,604043,33.631223127940316,0.8780587930350287,0.2184214864847911,512,34.10000146891097,0.8902978645284376,126,0.24609375,True,100010,38.30178957666869,0.125,100010,38.30178957666869
6,2,18,604044,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.59261715585164,0.8770508513040018,122,0.23828125,True,011101,38.30178957666869,0.123046875,011101,38.30178957666869
6,2,19,604045,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.48726876808817,0.8743003691744675,109,0.212890625,True,100010,38.30178957666869,0.111328125,100010,38.30178957666869
6,2,20,604046,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.41719139626923,0.8724707582713992,111,0.216796875,True,011101,38.30178957666869,0.115234375,011101,38.30178957666869
6,2,21,604047,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.76762843234512,0.8816201228294764,110,0.21484375,True,011101,38.30178957666869,0.125,011101,38.30178957666869
6,2,22,604048,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.930455586719184,0.8858712859257196,109,0.212890625,True,011101,38.30178957666869,0.123046875,011101,38.30178957666869
6,2,23,604049,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.83245971224454,0.8833127664530178,108,0.2109375,True,100010,38.30178957666869,0.12890625,100010,38.30178957666869
6,2,24,604050,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.32544110433368,0.8700753012197461,117,0.228515625,True,100010,38.30178957666869,0.1328125,100010,38.30178957666869
6,2,25,604051,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.53586094075818,0.8755690350306947,100,0.1953125,True,100010,38.30178957666869,0.1171875,100010,38.30178957666869
6,2,26,604052,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.75726357739523,0.8813495126291676,117,0.228515625,True,100010,38.30178957666869,0.123046875,100010,38.30178957666869
6,2,27,604053,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.80227521668614,0.88252469634217,124,0.2421875,True,100010,38.30178957666869,0.123046875,100010,38.30178957666869
6,2,28,604054,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.511217552549724,0.8749256345922304,96,0.1875,True,110000,32.5239569467961,0.09765625,100010,38.30178957666869
6,2,29,604055,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.497798031136824,0.8745752718138654,117,0.228515625,True,011101,38.30178957666869,0.123046875,011101,38.30178957666869
6,2,30,604056,33.631223127940316,0.8780587930350287,0.2184214864847911,512,33.58098231837077,0.8767470838401559,113,0.220703125,True,011101,38.30178957666869,0.111328125,011101,38.30178957666869
