job_id,hugr_id,grafo,n,p,shots_configurados,registro,bitstring,frecuencia,probabilidad,costo
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0101110110,4,0.0078125,36.880044121
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0101110111,4,0.0078125,40.116745107
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0110011100,4,0.0078125,62.017760112000005
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0111010100,4,0.0078125,78.38292940500001
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0111110000,4,0.0078125,71.99747762100002
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1000001111,4,0.0078125,71.99747762100002
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1100001011,4,0.0078125,35.76065793400001
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1100001110,4,0.0078125,23.903765955
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1110001100,4,0.0078125,41.152386724
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0000111111,3,0.005859375,44.963073684
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0001010010,3,0.005859375,35.680946529
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0001010101,3,0.005859375,26.059249493
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0001010110,3,0.005859375,55.856802782
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0001100111,3,0.005859375,62.007789561
